Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count,Outlier_IQR,Z_score,Outlier_Z,Count_capped
Kota,Junction,Four arm Junction,Greviously Injured,8.0,False,-0.34749763456651594,False,8.0
Kota,Junction,Four arm Junction,Minor Injury,21.0,False,-0.3002574261846482,False,21.0
Kota,Junction,Four arm Junction,Persons Killed,4.0,False,-0.3620330832993983,False,4.0
Kota,Junction,Four arm Junction,Total Injured,29.0,False,-0.2711865287188834,False,29.0
Kota,Junction,Four arm Junction,Total number of Accidents,24.0,False,-0.2893558396349864,False,24.0
Kota,Junction,Others,Greviously Injured,45.0,False,-0.2130447337873538,False,45.0
Kota,Junction,Others,Minor Injury,223.0,True,0.4337827348259126,False,176.25
Kota,Junction,Others,Persons Killed,53.0,False,-0.18397383632158903,False,53.0
Kota,Junction,Others,Total Injured,268.0,True,0.5973065330708396,False,176.25
Kota,Junction,Others,Total number of Accidents,267.0,True,0.593672670887619,False,176.25
Kota,Junction,Round about Junction,Greviously Injured,6.0,False,-0.35476535893295713,False,6.0
Kota,Junction,Round about Junction,Minor Injury,17.0,False,-0.31479287491753055,False,17.0
Kota,Junction,Round about Junction,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Kota,Junction,Round about Junction,Total Injured,23.0,False,-0.292989701818207,False,23.0
Kota,Junction,Round about Junction,Total number of Accidents,26.0,False,-0.28208811526854516,False,26.0
Kota,Junction,Staggered Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Kota,Junction,Staggered Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Kota,Junction,Staggered Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Kota,Junction,Staggered Junction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Kota,Junction,Staggered Junction,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Kota,Junction,T,Greviously Injured,8.0,False,-0.34749763456651594,False,8.0
Kota,Junction,T,Minor Injury,28.0,False,-0.274820390902104,False,28.0
Kota,Junction,T,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Kota,Junction,T,Total Injured,36.0,False,-0.2457494934363392,False,36.0
Kota,Junction,T,Total number of Accidents,30.0,False,-0.2675526665356628,False,30.0
Kota,Junction,Y,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Kota,Junction,Y,Minor Injury,6.0,False,-0.35476535893295713,False,6.0
Kota,Junction,Y,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Kota,Junction,Y,Total Injured,6.0,False,-0.35476535893295713,False,6.0
Kota,Junction,Y,Total number of Accidents,6.0,False,-0.35476535893295713,False,6.0
Lucknow,Junction,Four arm Junction,Greviously Injured,24.0,False,-0.2893558396349864,False,24.0
Lucknow,Junction,Four arm Junction,Minor Injury,15.0,False,-0.32206059928397174,False,15.0
Lucknow,Junction,Four arm Junction,Persons Killed,32.0,False,-0.2602849421692216,False,32.0
Lucknow,Junction,Four arm Junction,Total Injured,39.0,False,-0.2348479068866774,False,39.0
Lucknow,Junction,Four arm Junction,Total number of Accidents,48.0,False,-0.20214314723769203,False,48.0
Lucknow,Junction,Others,Greviously Injured,126.0,False,0.08129810305351463,False,126.0
Lucknow,Junction,Others,Minor Injury,149.0,False,0.16487693326758837,False,149.0
Lucknow,Junction,Others,Persons Killed,161.0,False,0.20848327946623557,False,161.0
Lucknow,Junction,Others,Total Injured,275.0,True,0.6227435683533838,False,176.25
Lucknow,Junction,Others,Total number of Accidents,584.0,True,1.7456069829685485,False,176.25
Lucknow,Junction,Round about Junction,Greviously Injured,36.0,False,-0.2457494934363392,False,36.0
Lucknow,Junction,Round about Junction,Minor Injury,23.0,False,-0.292989701818207,False,23.0
Lucknow,Junction,Round about Junction,Persons Killed,41.0,False,-0.2275801825202362,False,41.0
Lucknow,Junction,Round about Junction,Total Injured,59.0,False,-0.16217066322226545,False,59.0
Lucknow,Junction,Round about Junction,Total number of Accidents,62.0,False,-0.15126907667260364,False,62.0
Lucknow,Junction,Staggered Junction,Greviously Injured,31.0,False,-0.2639188043524422,False,31.0
Lucknow,Junction,Staggered Junction,Minor Injury,21.0,False,-0.3002574261846482,False,21.0
Lucknow,Junction,Staggered Junction,Persons Killed,38.0,False,-0.23848176906989801,False,38.0
Lucknow,Junction,Staggered Junction,Total Injured,52.0,False,-0.18760769850480963,False,52.0
Lucknow,Junction,Staggered Junction,Total number of Accidents,68.0,False,-0.12946590357328006,False,68.0
Lucknow,Junction,T,Greviously Injured,51.0,False,-0.19124156068803022,False,51.0
Lucknow,Junction,T,Minor Injury,22.0,False,-0.2966235640014276,False,22.0
Lucknow,Junction,T,Persons Killed,57.0,False,-0.16943838758870663,False,57.0
Lucknow,Junction,T,Total Injured,73.0,False,-0.11129659265717706,False,73.0
Lucknow,Junction,T,Total number of Accidents,106.0,False,0.008620859389102668,False,106.0
Lucknow,Junction,Y,Greviously Injured,38.0,False,-0.23848176906989801,False,38.0
Lucknow,Junction,Y,Minor Injury,18.0,False,-0.31115901273430996,False,18.0
Lucknow,Junction,Y,Persons Killed,45.0,False,-0.2130447337873538,False,45.0
Lucknow,Junction,Y,Total Injured,56.0,False,-0.17307224977192723,False,56.0
Lucknow,Junction,Y,Total number of Accidents,78.0,False,-0.09312728174107408,False,78.0
Ludhiana,Junction,Four arm Junction,Greviously Injured,20.0,False,-0.3038912883678688,False,20.0
Ludhiana,Junction,Four arm Junction,Minor Injury,7.0,False,-0.35113149674973654,False,7.0
Ludhiana,Junction,Four arm Junction,Persons Killed,30.0,False,-0.2675526665356628,False,30.0
Ludhiana,Junction,Four arm Junction,Total Injured,27.0,False,-0.27845425308532457,False,27.0
Ludhiana,Junction,Four arm Junction,Total number of Accidents,52.0,False,-0.18760769850480963,False,52.0
Ludhiana,Junction,Others,Greviously Injured,67.0,False,-0.13309976575650065,False,67.0
Ludhiana,Junction,Others,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Ludhiana,Junction,Others,Persons Killed,153.0,False,0.17941238200047077,False,153.0
Ludhiana,Junction,Others,Total Injured,69.0,False,-0.12583204139005946,False,69.0
Ludhiana,Junction,Others,Total number of Accidents,235.0,True,0.47738908102455985,False,176.25
Ludhiana,Junction,Round about Junction,Greviously Injured,5.0,False,-0.3583992211161777,False,5.0
Ludhiana,Junction,Round about Junction,Minor Injury,8.0,False,-0.34749763456651594,False,8.0
Ludhiana,Junction,Round about Junction,Persons Killed,20.0,False,-0.3038912883678688,False,20.0
Ludhiana,Junction,Round about Junction,Total Injured,13.0,False,-0.329328323650413,False,13.0
Ludhiana,Junction,Round about Junction,Total number of Accidents,25.0,False,-0.28572197745176575,False,25.0
Ludhiana,Junction,Staggered Junction,Greviously Injured,20.0,False,-0.3038912883678688,False,20.0
Ludhiana,Junction,Staggered Junction,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Ludhiana,Junction,Staggered Junction,Persons Killed,40.0,False,-0.2312140447034568,False,40.0
Ludhiana,Junction,Staggered Junction,Total Injured,23.0,False,-0.292989701818207,False,23.0
Ludhiana,Junction,Staggered Junction,Total number of Accidents,49.0,False,-0.19850928505447143,False,49.0
Ludhiana,Junction,T,Greviously Injured,10.0,False,-0.34022991020007476,False,10.0
Ludhiana,Junction,T,Minor Injury,15.0,False,-0.32206059928397174,False,15.0
Ludhiana,Junction,T,Persons Killed,15.0,False,-0.32206059928397174,False,15.0
Ludhiana,Junction,T,Total Injured,25.0,False,-0.28572197745176575,False,25.0
Ludhiana,Junction,T,Total number of Accidents,27.0,False,-0.27845425308532457,False,27.0
Ludhiana,Junction,Y,Greviously Injured,17.0,False,-0.31479287491753055,False,17.0
Ludhiana,Junction,Y,Minor Injury,10.0,False,-0.34022991020007476,False,10.0
Ludhiana,Junction,Y,Persons Killed,25.0,False,-0.28572197745176575,False,25.0
Ludhiana,Junction,Y,Total Injured,27.0,False,-0.27845425308532457,False,27.0
Ludhiana,Junction,Y,Total number of Accidents,30.0,False,-0.2675526665356628,False,30.0
Madurai,Junction,Four arm Junction,Greviously Injured,14.0,False,-0.32569446146719233,False,14.0
Madurai,Junction,Four arm Junction,Minor Injury,24.0,False,-0.2893558396349864,False,24.0
Madurai,Junction,Four arm Junction,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Madurai,Junction,Four arm Junction,Total Injured,38.0,False,-0.23848176906989801,False,38.0
Madurai,Junction,Four arm Junction,Total number of Accidents,32.0,False,-0.2602849421692216,False,32.0
Madurai,Junction,Others,Greviously Injured,80.0,False,-0.08585955737463288,False,80.0
Madurai,Junction,Others,Minor Injury,301.0,True,0.7172239851171194,False,176.25
Madurai,Junction,Others,Persons Killed,69.0,False,-0.12583204139005946,False,69.0
Madurai,Junction,Others,Total Injured,381.0,True,1.0079329597747673,False,176.25
Madurai,Junction,Others,Total number of Accidents,422.0,True,1.1569213092868118,False,176.25
Madurai,Junction,Round about Junction,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Madurai,Junction,Round about Junction,Minor Injury,1.0,False,-0.37293466984906015,False,1.0
Madurai,Junction,Round about Junction,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Madurai,Junction,Round about Junction,Total Injured,2.0,False,-0.36930080766583956,False,2.0
Madurai,Junction,Round about Junction,Total number of Accidents,3.0,False,-0.3656669454826189,False,3.0
Madurai,Junction,Staggered Junction,Greviously Injured,7.0,False,-0.35113149674973654,False,7.0
Madurai,Junction,Staggered Junction,Minor Injury,10.0,False,-0.34022991020007476,False,10.0
Madurai,Junction,Staggered Junction,Persons Killed,4.0,False,-0.3620330832993983,False,4.0
Madurai,Junction,Staggered Junction,Total Injured,17.0,False,-0.31479287491753055,False,17.0
Madurai,Junction,Staggered Junction,Total number of Accidents,18.0,False,-0.31115901273430996,False,18.0
Madurai,Junction,T,Greviously Injured,8.0,False,-0.34749763456651594,False,8.0
Madurai,Junction,T,Minor Injury,46.0,False,-0.20941087160413321,False,46.0
Madurai,Junction,T,Persons Killed,4.0,False,-0.3620330832993983,False,4.0
Madurai,Junction,T,Total Injured,54.0,False,-0.18033997413836844,False,54.0
Madurai,Junction,T,Total number of Accidents,47.0,False,-0.20577700942091262,False,47.0
Madurai,Junction,Y,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Madurai,Junction,Y,Minor Injury,5.0,False,-0.3583992211161777,False,5.0
Madurai,Junction,Y,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Madurai,Junction,Y,Total Injured,7.0,False,-0.35113149674973654,False,7.0
Madurai,Junction,Y,Total number of Accidents,8.0,False,-0.34749763456651594,False,8.0
Malapuram,Junction,Four arm Junction,Greviously Injured,21.0,False,-0.3002574261846482,False,21.0
Malapuram,Junction,Four arm Junction,Minor Injury,13.0,False,-0.329328323650413,False,13.0
Malapuram,Junction,Four arm Junction,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Malapuram,Junction,Four arm Junction,Total Injured,34.0,False,-0.2530172178027804,False,34.0
Malapuram,Junction,Four arm Junction,Total number of Accidents,26.0,False,-0.28208811526854516,False,26.0
Malapuram,Junction,Others,Greviously Injured,1185.0,True,3.929558155084128,True,176.25
Malapuram,Junction,Others,Minor Injury,379.0,True,1.000665235408326,False,176.25
Malapuram,Junction,Others,Persons Killed,211.0,True,0.39017638862726545,False,176.25
Malapuram,Junction,Others,Total Injured,1564.0,True,5.306791922524734,True,176.25
Malapuram,Junction,Others,Total number of Accidents,1525.0,True,5.165071297379131,True,176.25
Malapuram,Junction,Round about Junction,Greviously Injured,4.0,False,-0.3620330832993983,False,4.0
Malapuram,Junction,Round about Junction,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Malapuram,Junction,Round about Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Malapuram,Junction,Round about Junction,Total Injured,7.0,False,-0.35113149674973654,False,7.0
Malapuram,Junction,Round about Junction,Total number of Accidents,6.0,False,-0.35476535893295713,False,6.0
Malapuram,Junction,Staggered Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Malapuram,Junction,Staggered Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Malapuram,Junction,Staggered Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Malapuram,Junction,Staggered Junction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Malapuram,Junction,Staggered Junction,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Malapuram,Junction,T,Greviously Injured,118.0,False,0.05222720558774985,False,118.0
Malapuram,Junction,T,Minor Injury,39.0,False,-0.2348479068866774,False,39.0
Malapuram,Junction,T,Persons Killed,24.0,False,-0.2893558396349864,False,24.0
Malapuram,Junction,T,Total Injured,157.0,False,0.19394783073335317,False,157.0
Malapuram,Junction,T,Total number of Accidents,165.0,False,0.22301872819911794,False,165.0
Malapuram,Junction,Y,Greviously Injured,40.0,False,-0.2312140447034568,False,40.0
Malapuram,Junction,Y,Minor Injury,26.0,False,-0.28208811526854516,False,26.0
Malapuram,Junction,Y,Persons Killed,10.0,False,-0.34022991020007476,False,10.0
Malapuram,Junction,Y,Total Injured,66.0,False,-0.13673362793972124,False,66.0
Malapuram,Junction,Y,Total number of Accidents,62.0,False,-0.15126907667260364,False,62.0
Meerut,Junction,Four arm Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Meerut,Junction,Four arm Junction,Minor Injury,22.0,False,-0.2966235640014276,False,22.0
Meerut,Junction,Four arm Junction,Persons Killed,19.0,False,-0.30752515055108937,False,19.0
Meerut,Junction,Four arm Junction,Total Injured,22.0,False,-0.2966235640014276,False,22.0
Meerut,Junction,Four arm Junction,Total number of Accidents,38.0,False,-0.23848176906989801,False,38.0
Meerut,Junction,Others,Greviously Injured,24.0,False,-0.2893558396349864,False,24.0
Meerut,Junction,Others,Minor Injury,381.0,True,1.0079329597747673,False,176.25
Meerut,Junction,Others,Persons Killed,287.0,True,0.666349914552031,False,176.25
Meerut,Junction,Others,Total Injured,405.0,True,1.0951456521720615,False,176.25
Meerut,Junction,Others,Total number of Accidents,604.0,True,1.8182842266329606,False,176.25
Meerut,Junction,Round about Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Meerut,Junction,Round about Junction,Minor Injury,7.0,False,-0.35113149674973654,False,7.0
Meerut,Junction,Round about Junction,Persons Killed,6.0,False,-0.35476535893295713,False,6.0
Meerut,Junction,Round about Junction,Total Injured,7.0,False,-0.35113149674973654,False,7.0
Meerut,Junction,Round about Junction,Total number of Accidents,11.0,False,-0.33659604801685417,False,11.0
Meerut,Junction,Staggered Junction,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Meerut,Junction,Staggered Junction,Minor Injury,11.0,False,-0.33659604801685417,False,11.0
Meerut,Junction,Staggered Junction,Persons Killed,12.0,False,-0.3329621858336336,False,12.0
Meerut,Junction,Staggered Junction,Total Injured,12.0,False,-0.3329621858336336,False,12.0
Meerut,Junction,Staggered Junction,Total number of Accidents,17.0,False,-0.31479287491753055,False,17.0
Meerut,Junction,T,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Meerut,Junction,T,Minor Injury,24.0,False,-0.2893558396349864,False,24.0
Meerut,Junction,T,Persons Killed,14.0,False,-0.32569446146719233,False,14.0
Meerut,Junction,T,Total Injured,26.0,False,-0.28208811526854516,False,26.0
Meerut,Junction,T,Total number of Accidents,35.0,False,-0.2493833556195598,False,35.0
Meerut,Junction,Y,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Meerut,Junction,Y,Minor Injury,15.0,False,-0.32206059928397174,False,15.0
Meerut,Junction,Y,Persons Killed,11.0,False,-0.33659604801685417,False,11.0
Meerut,Junction,Y,Total Injured,15.0,False,-0.32206059928397174,False,15.0
Meerut,Junction,Y,Total number of Accidents,20.0,False,-0.3038912883678688,False,20.0
Mumbai,Junction,Four arm Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Four arm Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Four arm Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Four arm Junction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Four arm Junction,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Others,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Mumbai,Junction,Others,Minor Injury,1.0,False,-0.37293466984906015,False,1.0
Mumbai,Junction,Others,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Mumbai,Junction,Others,Total Injured,2.0,False,-0.36930080766583956,False,2.0
Mumbai,Junction,Others,Total number of Accidents,4.0,False,-0.3620330832993983,False,4.0
Mumbai,Junction,Round about Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Round about Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Round about Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Round about Junction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Round about Junction,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Staggered Junction,Greviously Injured,1296.0,True,4.332916857421615,True,176.25
Mumbai,Junction,Staggered Junction,Minor Injury,442.0,True,1.2295985529512237,False,176.25
Mumbai,Junction,Staggered Junction,Persons Killed,28.0,False,-0.274820390902104,False,28.0
Mumbai,Junction,Staggered Junction,Total Injured,1738.0,True,5.9390839424051185,True,176.25
Mumbai,Junction,Staggered Junction,Total number of Accidents,1494.0,True,5.052421569699293,True,176.25
Mumbai,Junction,T,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,T,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,T,Persons Killed,110.0,False,0.02315630812198506,False,110.0
Mumbai,Junction,T,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,T,Total number of Accidents,107.0,False,0.012254721572323267,False,107.0
Mumbai,Junction,Y,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Y,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Y,Persons Killed,210.0,True,0.38654252644404485,False,176.25
Mumbai,Junction,Y,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Mumbai,Junction,Y,Total number of Accidents,207.0,True,0.3756409398943831,False,176.25
Nagpur,Junction,Four arm Junction,Greviously Injured,49.0,False,-0.19850928505447143,False,49.0
Nagpur,Junction,Four arm Junction,Minor Injury,48.0,False,-0.20214314723769203,False,48.0
Nagpur,Junction,Four arm Junction,Persons Killed,27.0,False,-0.27845425308532457,False,27.0
Nagpur,Junction,Four arm Junction,Total Injured,97.0,False,-0.024083900259882714,False,97.0
Nagpur,Junction,Four arm Junction,Total number of Accidents,103.0,False,-0.002280727160559126,False,103.0
Nagpur,Junction,Others,Greviously Injured,368.0,True,0.9606927513928994,False,176.25
Nagpur,Junction,Others,Minor Injury,281.0,True,0.6445467414527074,False,176.25
Nagpur,Junction,Others,Persons Killed,183.0,True,0.28842824749708873,False,176.25
Nagpur,Junction,Others,Total Injured,649.0,True,1.9818080248778875,False,176.25
Nagpur,Junction,Others,Total number of Accidents,664.0,True,2.0363159576261967,False,176.25
Nagpur,Junction,Round about Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,Round about Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,Round about Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,Round about Junction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,Round about Junction,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,Staggered Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,Staggered Junction,Minor Injury,1.0,False,-0.37293466984906015,False,1.0
Nagpur,Junction,Staggered Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,Staggered Junction,Total Injured,1.0,False,-0.37293466984906015,False,1.0
Nagpur,Junction,Staggered Junction,Total number of Accidents,1.0,False,-0.37293466984906015,False,1.0
Nagpur,Junction,T,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Nagpur,Junction,T,Minor Injury,1.0,False,-0.37293466984906015,False,1.0
Nagpur,Junction,T,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,T,Total Injured,3.0,False,-0.3656669454826189,False,3.0
Nagpur,Junction,T,Total number of Accidents,3.0,False,-0.3656669454826189,False,3.0
Nagpur,Junction,Y,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Nagpur,Junction,Y,Minor Injury,1.0,False,-0.37293466984906015,False,1.0
Nagpur,Junction,Y,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Nagpur,Junction,Y,Total Injured,2.0,False,-0.36930080766583956,False,2.0
Nagpur,Junction,Y,Total number of Accidents,2.0,False,-0.36930080766583956,False,2.0
Nashik,Junction,Four arm Junction,Greviously Injured,42.0,False,-0.22394632033701561,False,42.0
Nashik,Junction,Four arm Junction,Minor Injury,14.0,False,-0.32569446146719233,False,14.0
Nashik,Junction,Four arm Junction,Persons Killed,19.0,False,-0.30752515055108937,False,19.0
Nashik,Junction,Four arm Junction,Total Injured,56.0,False,-0.17307224977192723,False,56.0
Nashik,Junction,Four arm Junction,Total number of Accidents,59.0,False,-0.16217066322226545,False,59.0
Nashik,Junction,Others,Greviously Injured,221.0,True,0.42651501045947143,False,176.25
Nashik,Junction,Others,Minor Injury,61.0,False,-0.15490293885582423,False,61.0
Nashik,Junction,Others,Persons Killed,136.0,False,0.1176367248857206,False,136.0
Nashik,Junction,Others,Total Injured,282.0,True,0.648180603635928,False,176.25
Nashik,Junction,Others,Total number of Accidents,324.0,True,0.8008028153311931,False,176.25
Nashik,Junction,Round about Junction,Greviously Injured,9.0,False,-0.34386377238329535,False,9.0
Nashik,Junction,Round about Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Round about Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Round about Junction,Total Injured,9.0,False,-0.34386377238329535,False,9.0
Nashik,Junction,Round about Junction,Total number of Accidents,5.0,False,-0.3583992211161777,False,5.0
Nashik,Junction,Staggered Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Staggered Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Staggered Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Staggered Junction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Staggered Junction,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,T,Greviously Injured,15.0,False,-0.32206059928397174,False,15.0
Nashik,Junction,T,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Nashik,Junction,T,Persons Killed,16.0,False,-0.31842673710075114,False,16.0
Nashik,Junction,T,Total Injured,18.0,False,-0.31115901273430996,False,18.0
Nashik,Junction,T,Total number of Accidents,28.0,False,-0.274820390902104,False,28.0
Nashik,Junction,Y,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Y,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Y,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Y,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Nashik,Junction,Y,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Patna,Junction,Four arm Junction,Greviously Injured,10.0,False,-0.34022991020007476,False,10.0
Patna,Junction,Four arm Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Patna,Junction,Four arm Junction,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Patna,Junction,Four arm Junction,Total Injured,10.0,False,-0.34022991020007476,False,10.0
Patna,Junction,Four arm Junction,Total number of Accidents,10.0,False,-0.34022991020007476,False,10.0
Patna,Junction,Others,Greviously Injured,143.0,False,0.14307376016826479,False,143.0
Patna,Junction,Others,Minor Injury,10.0,False,-0.34022991020007476,False,10.0
Patna,Junction,Others,Persons Killed,131.0,False,0.09946741396961761,False,131.0
Patna,Junction,Others,Total Injured,153.0,False,0.17941238200047077,False,153.0
Patna,Junction,Others,Total number of Accidents,273.0,True,0.6154758439869426,False,176.25
Patna,Junction,Round about Junction,Greviously Injured,8.0,False,-0.34749763456651594,False,8.0
Patna,Junction,Round about Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Patna,Junction,Round about Junction,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Patna,Junction,Round about Junction,Total Injured,8.0,False,-0.34749763456651594,False,8.0
Patna,Junction,Round about Junction,Total number of Accidents,11.0,False,-0.33659604801685417,False,11.0
Patna,Junction,Staggered Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Patna,Junction,Staggered Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Patna,Junction,Staggered Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Patna,Junction,Staggered Junction,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Patna,Junction,Staggered Junction,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Patna,Junction,T,Greviously Injured,42.0,False,-0.22394632033701561,False,42.0
Patna,Junction,T,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Patna,Junction,T,Persons Killed,28.0,False,-0.274820390902104,False,28.0
Patna,Junction,T,Total Injured,45.0,False,-0.2130447337873538,False,45.0
Patna,Junction,T,Total number of Accidents,48.0,False,-0.20214314723769203,False,48.0
Patna,Junction,Y,Greviously Injured,25.0,False,-0.28572197745176575,False,25.0
Patna,Junction,Y,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Patna,Junction,Y,Persons Killed,17.0,False,-0.31479287491753055,False,17.0
Patna,Junction,Y,Total Injured,27.0,False,-0.27845425308532457,False,27.0
Patna,Junction,Y,Total number of Accidents,31.0,False,-0.2639188043524422,False,31.0
Pune,Junction,Four arm Junction,Greviously Injured,61.0,False,-0.15490293885582423,False,61.0
Pune,Junction,Four arm Junction,Minor Injury,20.0,False,-0.3038912883678688,False,20.0
Pune,Junction,Four arm Junction,Persons Killed,24.0,False,-0.2893558396349864,False,24.0
Pune,Junction,Four arm Junction,Total Injured,81.0,False,-0.08222569519141229,False,81.0
Pune,Junction,Four arm Junction,Total number of Accidents,108.0,False,0.015888583755543865,False,108.0
Pune,Junction,Others,Greviously Injured,188.0,True,0.3065975584131917,False,176.25
Pune,Junction,Others,Minor Injury,63.0,False,-0.14763521448938305,False,63.0
Pune,Junction,Others,Persons Killed,98.0,False,-0.020450038076662118,False,98.0
Pune,Junction,Others,Total Injured,251.0,True,0.5355308759560894,False,176.25
Pune,Junction,Others,Total number of Accidents,294.0,True,0.6917869498345751,False,176.25
Pune,Junction,Round about Junction,Greviously Injured,4.0,False,-0.3620330832993983,False,4.0
Pune,Junction,Round about Junction,Minor Injury,1.0,False,-0.37293466984906015,False,1.0
Pune,Junction,Round about Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Pune,Junction,Round about Junction,Total Injured,5.0,False,-0.3583992211161777,False,5.0
Pune,Junction,Round about Junction,Total number of Accidents,6.0,False,-0.35476535893295713,False,6.0
Pune,Junction,Staggered Junction,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Pune,Junction,Staggered Junction,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Pune,Junction,Staggered Junction,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
