Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count,Outlier_IQR,Z_score,Outlier_Z,Count_capped
Amritsar,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Amritsar,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Amritsar,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Amritsar,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Amritsar,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,21.0,False,-0.3002574261846482,False,21.0
Amritsar,Impacting Vehicle/Object,Two Wheelers,Persons Killed,32.0,False,-0.2602849421692216,False,32.0
Amritsar,Impacting Vehicle/Object,Two Wheelers,Minor Injury,10.0,False,-0.34022991020007476,False,10.0
Amritsar,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,52.0,False,-0.18760769850480963,False,52.0
Asansol Durgapur,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Asansol Durgapur,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Asansol Durgapur,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Asansol Durgapur,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Asansol Durgapur,Impacting Vehicle/Object,Bicycles,Greviously Injured,11.0,False,-0.33659604801685417,False,11.0
Asansol Durgapur,Impacting Vehicle/Object,Bicycles,Persons Killed,34.0,False,-0.2530172178027804,False,34.0
Asansol Durgapur,Impacting Vehicle/Object,Bicycles,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Asansol Durgapur,Impacting Vehicle/Object,Bicycles,Total number of Accidents,48.0,False,-0.20214314723769203,False,48.0
Asansol Durgapur,Impacting Vehicle/Object,Buses,Greviously Injured,24.0,False,-0.2893558396349864,False,24.0
Asansol Durgapur,Impacting Vehicle/Object,Buses,Persons Killed,4.0,False,-0.3620330832993983,False,4.0
Asansol Durgapur,Impacting Vehicle/Object,Buses,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Asansol Durgapur,Impacting Vehicle/Object,Buses,Total number of Accidents,11.0,False,-0.33659604801685417,False,11.0
Asansol Durgapur,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,38.0,False,-0.23848176906989801,False,38.0
Asansol Durgapur,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,28.0,False,-0.274820390902104,False,28.0
Asansol Durgapur,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,14.0,False,-0.32569446146719233,False,14.0
Asansol Durgapur,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,45.0,False,-0.2130447337873538,False,45.0
Asansol Durgapur,Impacting Vehicle/Object,Other Non,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Asansol Durgapur,Impacting Vehicle/Object,Other Non,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Asansol Durgapur,Impacting Vehicle/Object,Other Non,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Asansol Durgapur,Impacting Vehicle/Object,Other Non,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Asansol Durgapur,Impacting Vehicle/Object,Others,Greviously Injured,8.0,False,-0.34749763456651594,False,8.0
Asansol Durgapur,Impacting Vehicle/Object,Others,Persons Killed,14.0,False,-0.32569446146719233,False,14.0
Asansol Durgapur,Impacting Vehicle/Object,Others,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Asansol Durgapur,Impacting Vehicle/Object,Others,Total number of Accidents,17.0,False,-0.31479287491753055,False,17.0
Asansol Durgapur,Impacting Vehicle/Object,Pedestrian,Greviously Injured,66.0,False,-0.13673362793972124,False,66.0
Asansol Durgapur,Impacting Vehicle/Object,Pedestrian,Persons Killed,136.0,False,0.1176367248857206,False,136.0
Asansol Durgapur,Impacting Vehicle/Object,Pedestrian,Minor Injury,4.0,False,-0.3620330832993983,False,4.0
Asansol Durgapur,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,188.0,True,0.3065975584131917,False,176.25
Asansol Durgapur,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,42.0,False,-0.22394632033701561,False,42.0
Asansol Durgapur,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,61.0,False,-0.15490293885582423,False,61.0
Asansol Durgapur,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,13.0,False,-0.329328323650413,False,13.0
Asansol Durgapur,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,73.0,False,-0.11129659265717706,False,73.0
Asansol Durgapur,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,14.0,False,-0.32569446146719233,False,14.0
Asansol Durgapur,Impacting Vehicle/Object,Two Wheelers,Persons Killed,38.0,False,-0.23848176906989801,False,38.0
Asansol Durgapur,Impacting Vehicle/Object,Two Wheelers,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Asansol Durgapur,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,46.0,False,-0.20941087160413321,False,46.0
Aurangabad,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,21.0,False,-0.3002574261846482,False,21.0
Aurangabad,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Aurangabad,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,10.0,False,-0.34022991020007476,False,10.0
Aurangabad,Impacting Vehicle/Object,Bicycles,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Aurangabad,Impacting Vehicle/Object,Bicycles,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Bicycles,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Bicycles,Total number of Accidents,1.0,False,-0.37293466984906015,False,1.0
Aurangabad,Impacting Vehicle/Object,Buses,Greviously Injured,3.0,False,-0.3656669454826189,False,3.0
Aurangabad,Impacting Vehicle/Object,Buses,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Buses,Minor Injury,4.0,False,-0.3620330832993983,False,4.0
Aurangabad,Impacting Vehicle/Object,Buses,Total number of Accidents,3.0,False,-0.3656669454826189,False,3.0
Aurangabad,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,9.0,False,-0.34386377238329535,False,9.0
Aurangabad,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,9.0,False,-0.34386377238329535,False,9.0
Aurangabad,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,12.0,False,-0.3329621858336336,False,12.0
Aurangabad,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,60.0,False,-0.15853680103904486,False,60.0
Aurangabad,Impacting Vehicle/Object,Other Non,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Other Non,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Other Non,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Other Non,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Others,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Others,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Others,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Aurangabad,Impacting Vehicle/Object,Others,Total number of Accidents,3.0,False,-0.3656669454826189,False,3.0
Aurangabad,Impacting Vehicle/Object,Pedestrian,Greviously Injured,44.0,False,-0.2166785959705744,False,44.0
Aurangabad,Impacting Vehicle/Object,Pedestrian,Persons Killed,40.0,False,-0.2312140447034568,False,40.0
Aurangabad,Impacting Vehicle/Object,Pedestrian,Minor Injury,16.0,False,-0.31842673710075114,False,16.0
Aurangabad,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,94.0,False,-0.03498548680954451,False,94.0
Aurangabad,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Aurangabad,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Aurangabad,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,14.0,False,-0.32569446146719233,False,14.0
Aurangabad,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,142.0,False,0.1394398979850442,False,142.0
Aurangabad,Impacting Vehicle/Object,Two Wheelers,Persons Killed,83.0,False,-0.07495797082497109,False,83.0
Aurangabad,Impacting Vehicle/Object,Two Wheelers,Minor Injury,39.0,False,-0.2348479068866774,False,39.0
Aurangabad,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,221.0,True,0.42651501045947143,False,176.25
Bengaluru,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,30.0,False,-0.2675526665356628,False,30.0
Bengaluru,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,9.0,False,-0.34386377238329535,False,9.0
Bengaluru,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,47.0,False,-0.20577700942091262,False,47.0
Bengaluru,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,77.0,False,-0.09676114392429468,False,77.0
Bengaluru,Impacting Vehicle/Object,Bicycles,Greviously Injured,15.0,False,-0.32206059928397174,False,15.0
Bengaluru,Impacting Vehicle/Object,Bicycles,Persons Killed,5.0,False,-0.3583992211161777,False,5.0
Bengaluru,Impacting Vehicle/Object,Bicycles,Minor Injury,6.0,False,-0.35476535893295713,False,6.0
Bengaluru,Impacting Vehicle/Object,Bicycles,Total number of Accidents,26.0,False,-0.28208811526854516,False,26.0
Bengaluru,Impacting Vehicle/Object,Buses,Greviously Injured,6.0,False,-0.35476535893295713,False,6.0
Bengaluru,Impacting Vehicle/Object,Buses,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Bengaluru,Impacting Vehicle/Object,Buses,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Bengaluru,Impacting Vehicle/Object,Buses,Total number of Accidents,15.0,False,-0.32206059928397174,False,15.0
Bengaluru,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,102.0,False,-0.005914589343779725,False,102.0
Bengaluru,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,32.0,False,-0.2602849421692216,False,32.0
Bengaluru,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,134.0,False,0.11036900051927942,False,134.0
Bengaluru,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,483.0,True,1.3785869024632682,False,176.25
Bengaluru,Impacting Vehicle/Object,Other Non,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Bengaluru,Impacting Vehicle/Object,Other Non,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Bengaluru,Impacting Vehicle/Object,Other Non,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Bengaluru,Impacting Vehicle/Object,Other Non,Total number of Accidents,23.0,False,-0.292989701818207,False,23.0
Bengaluru,Impacting Vehicle/Object,Others,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Bengaluru,Impacting Vehicle/Object,Others,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Bengaluru,Impacting Vehicle/Object,Others,Minor Injury,8.0,False,-0.34749763456651594,False,8.0
Bengaluru,Impacting Vehicle/Object,Others,Total number of Accidents,9.0,False,-0.34386377238329535,False,9.0
Bengaluru,Impacting Vehicle/Object,Pedestrian,Greviously Injured,416.0,True,1.135118136187488,False,176.25
Bengaluru,Impacting Vehicle/Object,Pedestrian,Persons Killed,163.0,False,0.21575100383267676,False,163.0
Bengaluru,Impacting Vehicle/Object,Pedestrian,Minor Injury,194.0,True,0.3284007315125153,False,176.25
Bengaluru,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,745.0,True,2.3306587944670647,False,176.25
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,24.0,False,-0.2893558396349864,False,24.0
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,8.0,False,-0.34749763456651594,False,8.0
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,19.0,False,-0.30752515055108937,False,19.0
Bengaluru,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,81.0,False,-0.08222569519141229,False,81.0
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,1111.0,True,3.660652353525804,True,176.25
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Persons Killed,423.0,True,1.1605551714700324,False,176.25
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Minor Injury,633.0,True,1.9236662299463578,False,176.25
Bengaluru,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1774.0,True,6.069902981001061,True,176.25
Bhopal,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Bhopal,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Bhopal,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Bhopal,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,17.0,False,-0.31479287491753055,False,17.0
Bhopal,Impacting Vehicle/Object,Bicycles,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Bhopal,Impacting Vehicle/Object,Bicycles,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Bhopal,Impacting Vehicle/Object,Bicycles,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Bhopal,Impacting Vehicle/Object,Bicycles,Total number of Accidents,3.0,False,-0.3656669454826189,False,3.0
Bhopal,Impacting Vehicle/Object,Buses,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Bhopal,Impacting Vehicle/Object,Buses,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Bhopal,Impacting Vehicle/Object,Buses,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Bhopal,Impacting Vehicle/Object,Buses,Total number of Accidents,14.0,False,-0.32569446146719233,False,14.0
Bhopal,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,5.0,False,-0.3583992211161777,False,5.0
Bhopal,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,7.0,False,-0.35113149674973654,False,7.0
Bhopal,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,191.0,True,0.31749914496285353,False,176.25
Bhopal,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,68.0,False,-0.12946590357328006,False,68.0
Bhopal,Impacting Vehicle/Object,Other Non,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Bhopal,Impacting Vehicle/Object,Other Non,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Bhopal,Impacting Vehicle/Object,Other Non,Minor Injury,4.0,False,-0.3620330832993983,False,4.0
Bhopal,Impacting Vehicle/Object,Other Non,Total number of Accidents,5.0,False,-0.3583992211161777,False,5.0
Bhopal,Impacting Vehicle/Object,Others,Greviously Injured,55.0,False,-0.17670611195514782,False,55.0
Bhopal,Impacting Vehicle/Object,Others,Persons Killed,53.0,False,-0.18397383632158903,False,53.0
Bhopal,Impacting Vehicle/Object,Others,Minor Injury,416.0,True,1.135118136187488,False,176.25
Bhopal,Impacting Vehicle/Object,Others,Total number of Accidents,824.0,True,2.617733906941492,False,176.25
Bhopal,Impacting Vehicle/Object,Pedestrian,Greviously Injured,12.0,False,-0.3329621858336336,False,12.0
Bhopal,Impacting Vehicle/Object,Pedestrian,Persons Killed,25.0,False,-0.28572197745176575,False,25.0
Bhopal,Impacting Vehicle/Object,Pedestrian,Minor Injury,68.0,False,-0.12946590357328006,False,68.0
Bhopal,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,131.0,False,0.09946741396961761,False,131.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,7.0,False,-0.35113149674973654,False,7.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,21.0,False,-0.3002574261846482,False,21.0
Bhopal,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,36.0,False,-0.2457494934363392,False,36.0
Bhopal,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,113.0,False,0.034057894671646854,False,113.0
Bhopal,Impacting Vehicle/Object,Two Wheelers,Persons Killed,140.0,False,0.132172173618603,False,140.0
Bhopal,Impacting Vehicle/Object,Two Wheelers,Minor Injury,916.0,True,2.952049227797787,False,176.25
Bhopal,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1197.0,True,3.9731645012827754,True,176.25
Chandigarh,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,8.0,False,-0.34749763456651594,False,8.0
Chandigarh,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,3.0,False,-0.3656669454826189,False,3.0
Chandigarh,Impacting Vehicle/Object,Bicycles,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Bicycles,Persons Killed,10.0,False,-0.34022991020007476,False,10.0
Chandigarh,Impacting Vehicle/Object,Bicycles,Minor Injury,14.0,False,-0.32569446146719233,False,14.0
Chandigarh,Impacting Vehicle/Object,Bicycles,Total number of Accidents,20.0,False,-0.3038912883678688,False,20.0
Chandigarh,Impacting Vehicle/Object,Buses,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Buses,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Buses,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Buses,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Chandigarh,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,28.0,False,-0.274820390902104,False,28.0
Chandigarh,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,26.0,False,-0.28208811526854516,False,26.0
Chandigarh,Impacting Vehicle/Object,Other Non,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Other Non,Persons Killed,4.0,False,-0.3620330832993983,False,4.0
Chandigarh,Impacting Vehicle/Object,Other Non,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Chandigarh,Impacting Vehicle/Object,Other Non,Total number of Accidents,4.0,False,-0.3620330832993983,False,4.0
Chandigarh,Impacting Vehicle/Object,Others,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Others,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Others,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Others,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Persons Killed,12.0,False,-0.3329621858336336,False,12.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Minor Injury,23.0,False,-0.292989701818207,False,23.0
Chandigarh,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,34.0,False,-0.2530172178027804,False,34.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,5.0,False,-0.3583992211161777,False,5.0
Chandigarh,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,2.0,False,-0.36930080766583956,False,2.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,12.0,False,-0.3329621858336336,False,12.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Persons Killed,23.0,False,-0.292989701818207,False,23.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Minor Injury,53.0,False,-0.18397383632158903,False,53.0
Chandigarh,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,70.0,False,-0.12219817920683887,False,70.0
Chennai,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,106.0,False,0.008620859389102668,False,106.0
Chennai,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,14.0,False,-0.32569446146719233,False,14.0
Chennai,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,425.0,True,1.1678228958364736,False,176.25
Chennai,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,380.0,True,1.0042990975915467,False,176.25
Chennai,Impacting Vehicle/Object,Bicycles,Greviously Injured,85.0,False,-0.06769024645852989,False,85.0
Chennai,Impacting Vehicle/Object,Bicycles,Persons Killed,189.0,True,0.3102314205964123,False,176.25
Chennai,Impacting Vehicle/Object,Bicycles,Minor Injury,143.0,False,0.14307376016826479,False,143.0
Chennai,Impacting Vehicle/Object,Bicycles,Total number of Accidents,377.0,True,0.9933975110418848,False,176.25
Chennai,Impacting Vehicle/Object,Buses,Greviously Injured,34.0,False,-0.2530172178027804,False,34.0
Chennai,Impacting Vehicle/Object,Buses,Persons Killed,34.0,False,-0.2530172178027804,False,34.0
Chennai,Impacting Vehicle/Object,Buses,Minor Injury,326.0,True,0.8080705396976343,False,176.25
Chennai,Impacting Vehicle/Object,Buses,Total number of Accidents,255.0,True,0.5500663246889719,False,176.25
Chennai,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,131.0,False,0.09946741396961761,False,131.0
Chennai,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,147.0,False,0.15760920890114719,False,147.0
Chennai,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,491.0,True,1.407657799929033,False,176.25
Chennai,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,607.0,True,1.8291858131826224,False,176.25
Chennai,Impacting Vehicle/Object,Other Non,Greviously Injured,4.0,False,-0.3620330832993983,False,4.0
Chennai,Impacting Vehicle/Object,Other Non,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Chennai,Impacting Vehicle/Object,Other Non,Minor Injury,202.0,True,0.3574716289782801,False,176.25
Chennai,Impacting Vehicle/Object,Other Non,Total number of Accidents,154.0,False,0.18304624418369136,False,154.0
Chennai,Impacting Vehicle/Object,Others,Greviously Injured,12.0,False,-0.3329621858336336,False,12.0
Chennai,Impacting Vehicle/Object,Others,Persons Killed,67.0,False,-0.13309976575650065,False,67.0
Chennai,Impacting Vehicle/Object,Others,Minor Injury,156.0,False,0.19031396855013258,False,156.0
Chennai,Impacting Vehicle/Object,Others,Total number of Accidents,240.0,True,0.49555839194066287,False,176.25
Chennai,Impacting Vehicle/Object,Pedestrian,Greviously Injured,110.0,False,0.02315630812198506,False,110.0
Chennai,Impacting Vehicle/Object,Pedestrian,Persons Killed,24.0,False,-0.2893558396349864,False,24.0
Chennai,Impacting Vehicle/Object,Pedestrian,Minor Injury,383.0,True,1.0152006841412085,False,176.25
Chennai,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,448.0,True,1.2514017260505472,False,176.25
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,72.0,False,-0.11493045484039767,False,72.0
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,47.0,False,-0.20577700942091262,False,47.0
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,162.0,False,0.21211714164945616,False,162.0
Chennai,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,194.0,True,0.3284007315125153,False,176.25
Chennai,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,387.0,True,1.0297361328740908,False,176.25
Chennai,Impacting Vehicle/Object,Two Wheelers,Persons Killed,348.0,True,0.8880155077284875,False,176.25
Chennai,Impacting Vehicle/Object,Two Wheelers,Minor Injury,1034.0,True,3.380844965417818,True,176.25
Chennai,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,1734.0,True,5.924548493672236,True,176.25
Coimbatore,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,5.0,False,-0.3583992211161777,False,5.0
Coimbatore,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Coimbatore,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,6.0,False,-0.35476535893295713,False,6.0
Coimbatore,Impacting Vehicle/Object,Bicycles,Greviously Injured,8.0,False,-0.34749763456651594,False,8.0
Coimbatore,Impacting Vehicle/Object,Bicycles,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Coimbatore,Impacting Vehicle/Object,Bicycles,Minor Injury,13.0,False,-0.329328323650413,False,13.0
Coimbatore,Impacting Vehicle/Object,Bicycles,Total number of Accidents,22.0,False,-0.2966235640014276,False,22.0
Coimbatore,Impacting Vehicle/Object,Buses,Greviously Injured,5.0,False,-0.3583992211161777,False,5.0
Coimbatore,Impacting Vehicle/Object,Buses,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Impacting Vehicle/Object,Buses,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Coimbatore,Impacting Vehicle/Object,Buses,Total number of Accidents,6.0,False,-0.35476535893295713,False,6.0
Coimbatore,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,13.0,False,-0.329328323650413,False,13.0
Coimbatore,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,8.0,False,-0.34749763456651594,False,8.0
Coimbatore,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,21.0,False,-0.3002574261846482,False,21.0
Coimbatore,Impacting Vehicle/Object,Other Non,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Impacting Vehicle/Object,Other Non,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
